incident_num,shooting_date,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
I192008538,2019-02-02 01:45:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192008843,2019-02-03 09:55:00+00,B3,Fatal,Male,White,Hispanic or Latinx,f
I192009132,2019-02-04 12:35:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192009502,2019-02-05 18:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192009691,2019-02-06 13:21:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192010119,2019-02-07 21:34:00+00,A7,Non-Fatal,Male,Unknown,Unknown,f
I192010441,2019-02-09 00:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192012410,2019-02-16 19:31:32+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192013647,2019-02-22 02:20:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
I192015793,2019-03-02 02:59:44+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192017963,2019-03-11 00:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192018395,2019-03-12 15:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192019011,2019-03-14 17:58:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192018923,2019-03-14 12:34:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192019875,2019-03-17 19:18:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192019821,2019-03-17 16:15:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192020870,2019-03-21 11:38:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192023598,2019-03-31 03:14:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
I192023577,2019-03-31 02:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192024972,2019-04-05 02:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192024890,2019-04-04 19:08:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192025403,2019-04-06 16:56:00+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192025403,2019-04-06 16:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192025403,2019-04-06 16:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192025673,2019-04-07 18:05:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192025484,2019-04-06 23:18:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192027638,2019-04-14 19:14:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192027439,2019-04-13 23:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192027439,2019-04-13 23:07:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,2019-05-01 18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,2019-05-01 18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,2019-05-01 18:26:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192032179,2019-05-01 18:26:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192033527,2019-05-06 17:07:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192034557,2019-05-09 21:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192034557,2019-05-09 21:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192033997,2019-05-08 10:00:05+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192035092,2019-05-11 19:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192036276,2019-05-15 21:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192037314,2019-05-19 12:16:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192037215,2019-05-19 01:00:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192038009,2019-05-21 21:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,t
I192038009,2019-05-21 21:15:00+00,A7,Non-Fatal,Male,Unknown,Unknown,t
I192037998,2019-05-22 20:42:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192039068,2019-05-25 02:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192039535,2019-05-27 00:04:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192041160,2019-06-01 14:17:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
I192041304,2019-06-02 00:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192041304,2019-06-02 00:43:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192041233,2019-06-01 16:55:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192041946,2019-06-04 10:58:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192042739,2019-06-06 17:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192043502,2019-06-09 03:18:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192043502,2019-06-09 03:18:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192044195,2019-06-11 10:45:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I192044239,2019-06-11 13:00:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192045000,2019-06-14 03:00:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
I192045558,2019-06-16 01:18:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192045572,2019-06-16 02:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192046078,2019-06-17 21:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,t
I192046078,2019-06-17 21:52:00+00,E13,Fatal,Male,White,Hispanic or Latinx,t
I192046699,2019-06-19 19:44:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
I192047772,2019-06-23 21:27:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192047536,2019-06-22 22:56:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192047777,2019-06-23 21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047777,2019-06-23 21:51:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047800,2019-06-23 22:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192047704,2019-06-23 15:02:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192047704,2019-06-23 15:02:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192048395,2019-06-25 20:33:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049454,2019-06-29 01:51:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049465,2019-06-29 02:34:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192049778,2019-06-30 00:29:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192051009,2019-07-03 23:45:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
I192051306,2019-07-05 03:17:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,f
I192051307,2019-07-05 03:10:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192051282,2019-07-05 02:06:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192051271,2019-07-04 23:35:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051248,2019-07-04 23:08:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051252,2019-07-04 22:58:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192051252,2019-07-04 22:58:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192052001,2019-07-07 16:36:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192051849,2019-07-07 02:31:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051843,2019-07-07 01:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I192051573,2019-07-05 23:14:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192052452,2019-07-09 00:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192054188,2019-07-14 17:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192054188,2019-07-14 17:09:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I192054283,2019-07-14 23:37:00+00,B2,Fatal,Male,White,Hispanic or Latinx,f
I192054903,2019-07-17 00:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192055085,2019-07-17 15:12:00+00,E5,Fatal,Male,Asian,Not Hispanic or Latinx,f
I192055856,2019-07-19 23:53:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192056108,2019-07-20 21:52:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192055856,2019-07-19 23:53:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192056543,2019-07-22 14:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192057687,2019-07-26 02:59:00+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192058537,2019-07-28 23:10:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192058537,2019-07-28 23:10:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192059447,2019-07-31 20:33:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192059447,2019-07-31 20:33:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192059525,2019-08-01 00:46:00+00,C11,Fatal,Male,White,Hispanic or Latinx,t
I192059525,2019-08-01 00:46:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192060619,2019-08-04 13:59:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192060554,2019-08-04 09:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192060494,2019-08-04 00:47:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192061042,2019-08-05 20:04:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192061126,2019-08-06 04:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192061126,2019-08-06 04:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192061730,2019-08-07 21:50:00+00,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
I192061730,2019-08-07 21:50:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
I192061117,2019-08-06 01:28:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192062713,2019-08-11 00:25:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192062463,2019-08-10 03:00:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192062414,2019-08-10 00:39:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I192063261,2019-08-12 23:52:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192064412,2019-08-16 16:00:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192064585,2019-08-17 06:10:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192064818,2019-08-17 22:00:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192066863,2019-08-23 23:10:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192066923,2019-08-24 04:07:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192066945,2019-08-24 08:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192067328,2019-08-25 14:18:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192067181,2019-08-25 01:49:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192067181,2019-08-25 22:25:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068166,2019-08-28 00:01:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068834,2019-08-30 01:11:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192068826,2019-08-29 23:54:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I192068826,2019-08-29 23:54:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192068724,2019-08-29 18:09:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192071813,2019-09-08 02:02:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192071513,2019-09-07 04:32:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I192071813,2019-09-08 02:02:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I192072998,2019-09-11 20:33:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192074077,2019-09-15 02:20:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192074613,2019-09-16 23:42:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202083761,2020-11-12 19:04:00+00,E18,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I192074923,2019-09-17 22:44:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192075578,2019-09-19 17:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192075921,2019-09-20 21:40:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I192077645,2019-09-26 02:39:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I192077627,2019-09-25 23:45:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192080960,2019-10-06 21:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192083280,2019-10-14 21:39:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192083063,2019-10-14 03:29:00+00,B2,Non-Fatal,Male,Unknown,Unknown,f
192082827,2019-10-13 02:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192084830,2019-10-19 22:14:00+00,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
192085079,2019-10-20 22:27:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192086068,2019-10-23 23:45:00+00,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f
192086707,2019-10-26 03:48:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192086707,2019-10-26 03:48:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192086707,2019-10-26 03:48:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
192088353,2019-10-31 22:21:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088399,2019-11-01 00:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088243,2019-10-31 14:05:00+00,E18,Fatal,Male,White,Hispanic or Latinx,t
192088243,2019-10-31 14:05:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,t
192088750,2019-11-01 22:37:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088528,2019-11-01 11:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192089556,2019-11-04 23:28:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192090990,2019-11-09 20:35:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192093780,2019-11-19 18:25:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
192094131,2019-11-20 21:21:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
192094784,2019-11-23 02:04:00+00,A1,Fatal,Male,Unknown,Unknown,f
192095802,2019-11-26 17:30:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
192096091,2019-11-27 16:15:30+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192096860,2019-11-30 23:53:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192098019,2019-12-05 15:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192101494,2019-12-17 15:16:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
192101494,2019-12-17 15:16:00+00,B3,Non-Fatal,Male,Unknown,Unknown,t
192102486,2019-12-20 22:53:00+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192102925,2019-12-22 18:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
192102925,2019-12-22 18:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I192103915,2019-12-26 21:56:13+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
202002920,2020-01-11 20:26:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202002920,2020-01-11 20:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202002686,2020-01-11 23:17:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
192088072,2019-10-30 23:27:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202003937,2020-01-15 13:58:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,f
202005082,2020-01-19 18:43:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
202005879,2020-01-22 19:15:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202006837,2020-01-26 07:24:00+00,B3,Non-Fatal,Male,Unknown,Unknown,f
202008158,2020-01-30 17:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202008158,2020-01-30 17:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202009569,2020-02-04 19:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202009888,2020-02-05 18:28:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,f
202010471,2020-02-07 18:30:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202010820,2020-02-09 03:38:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202012769,2020-02-16 21:38:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202012532,2020-02-15 02:15:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202014058,2020-02-20 23:13:00+00,B3,Fatal,Male,White,Hispanic or Latinx,f
202014280,2020-02-21 19:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015077,2020-02-24 19:35:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015140,2020-02-25 02:10:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202015695,2020-02-26 21:23:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202016857,2020-03-01 23:39:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202017401,2020-03-03 21:13:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202018542,2020-03-07 17:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202019731,2020-03-12 02:00:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
202021807,2020-03-20 19:37:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202021872,2020-03-21 02:36:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022237,2020-03-22 18:07:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022697,2020-03-24 17:33:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202022971,2020-03-25 19:24:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202023501,2020-03-28 14:01:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202024454,2020-04-01 22:51:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202024634,2020-04-02 17:12:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
202025593,2020-04-07 16:23:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202026656,2020-04-12 19:17:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202026656,2020-04-12 19:17:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202026320,2020-04-10 22:34:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202027076,2020-04-14 20:18:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202027248,2020-04-15 15:37:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202027311,2020-04-15 20:10:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028084,2020-04-19 21:28:00+00,B2,Non-Fatal,Male,Unknown,Unknown,t
202028084,2020-04-19 21:28:00+00,B2,Non-Fatal,Male,Unknown,Unknown,t
202027859,2020-04-18 17:18:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202027887,2020-04-18 19:37:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202027597,2020-04-17 10:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028772,2020-04-23 02:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202028729,2020-04-22 20:22:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202028825,2020-04-23 13:11:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202029156,2020-04-24 23:04:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202029717,2020-04-27 21:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202030388,2020-04-30 17:49:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202031103,2020-05-03 22:38:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031103,2020-05-03 22:38:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031103,2020-05-03 22:38:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202031077,2020-05-03 20:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202031011,2020-05-03 15:45:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202030889,2020-05-03 00:00:00+00,C11,Non-Fatal,Male,Unknown,Unknown,f
202030776,2020-05-02 12:35:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202033320,2020-05-13 22:59:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202033591,2020-05-15 03:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202034010,2020-05-16 19:54:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202034336,2020-05-18 12:03:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035190,2020-05-21 21:59:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202035190,2020-05-21 21:59:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202035912,2020-05-24 21:51:46+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035919,2020-05-24 21:52:37+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202035521,2020-05-23 01:59:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
202036660,2020-05-27 23:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202036660,2020-05-27 23:55:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
202036660,2020-05-27 23:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202036660,2020-05-27 23:55:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202036660,2020-05-27 23:55:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
202036664,2020-05-28 00:35:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,f
202037769,2020-05-31 21:10:00+00,D4,Non-Fatal,Male,Unknown,Unknown,f
202037278,2020-05-30 02:09:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
202038121,2020-06-01 21:08:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038028,2020-06-01 15:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038422,2020-06-02 21:05:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038427,2020-06-02 21:30:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202038748,2020-06-04 02:29:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202038748,2020-06-04 02:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202038707,2020-06-03 22:11:00+00,B3,Non-Fatal,Female,Unknown,Unknown,f
202039519,2020-06-06 23:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
202039300,2020-06-05 23:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039300,2020-06-05 23:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039300,2020-06-05 23:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
202039289,2020-06-05 22:30:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
