incident_num,shooting_date,district,shooting_type_v2,victim_gender,victim_race,victim_ethnicity_NIBRS,multi_victim
I172106098,2017-12-24 19:29:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I172106098,2017-12-24 19:29:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172105931,2017-12-23 22:45:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172105897,2017-12-23 19:31:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
I172107017,2017-12-28 23:25:18+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107017,2017-12-28 23:25:31+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107017,2017-12-28 23:25:09+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107441,2017-12-30 19:31:34+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182000200,2018-01-01 21:00:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002293,2018-01-09 21:23:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002786,2018-01-11 13:46:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002801,2018-01-11 14:03:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002867,2018-01-11 19:14:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002801,2018-01-11 14:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002867,2018-01-11 19:14:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I182003512,2018-01-13 21:31:47+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182003512,2018-01-13 21:31:32+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182003609,2018-01-14 10:57:33+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I182003714,2018-01-14 17:30:25+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182005329,2018-01-20 20:52:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182005519,2018-01-21 17:41:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182004802,2018-01-18 19:06:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182006824,2018-01-26 13:31:21+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182007254,2018-01-28 01:23:17+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182007236,2018-01-28 22:46:55+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182008316,2018-01-31 21:36:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182008982,2018-02-03 13:46:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182008982,2018-02-03 13:46:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182009897,2018-02-06 19:54:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182011422,2018-02-12 19:09:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182011931,2018-02-14 18:43:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182013270,2018-02-19 23:20:00+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182012830,2018-02-17 23:18:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182012830,2018-02-17 23:18:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182013918,2018-02-22 00:13:00+00,C6,Fatal,Male,White,Hispanic or Latinx,f
I182014711,2018-02-28 04:37:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I182014658,2018-02-24 21:51:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
I182019313,2018-03-14 16:12:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182019313,2018-03-14 16:12:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182022142,2018-03-25 02:48:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182022093,2018-03-24 21:11:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182022623,2018-03-26 20:58:51+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182022956,2018-03-28 01:05:21+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182023744,2018-03-30 10:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182023600,2018-03-30 09:03:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182023966,2018-03-31 15:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182024317,2018-04-02 00:38:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182024815,2018-04-03 16:56:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025114,2018-04-04 17:02:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025532,2018-04-05 23:38:00+00,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025516,2018-04-05 22:35:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025962,2018-04-07 17:37:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182026805,2018-04-10 18:57:29+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I182026805,2018-04-10 18:57:33+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
I182028394,2018-04-16 13:02:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182031717,2018-04-28 02:45:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182031562,2018-04-27 14:30:00+00,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I182031968,2018-04-29 00:41:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182033040,2018-05-02 16:45:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033779,2018-05-04 21:41:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182033779,2018-05-04 21:41:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182033510,2018-05-04 05:07:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033842,2018-05-05 02:14:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033812,2018-05-05 00:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182035240,2018-05-09 16:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182036836,2018-05-15 10:39:00+00,B3,Fatal,Male,Unknown,Unknown,f
I182036730,2018-05-14 22:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182038022,2018-05-19 01:35:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182037657,2018-05-17 21:24:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182037657,2018-05-17 21:24:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182038763,2018-05-21 08:30:59+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182042418,2018-06-01 23:53:00+00,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172105745,2017-12-23 03:13:02+00,C11,Fatal,Male,White,Not Hispanic or Latinx,f
I182043486,2018-06-05 18:38:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182043561,2018-06-05 22:49:00+00,C11,Fatal,Male,White,Hispanic or Latinx,f
I182045071,2018-06-10 22:53:22+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044554,2018-06-09 00:45:29+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182044546,2018-06-09 00:08:45+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182044546,2018-06-09 00:08:43+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182044546,2018-06-09 00:08:30+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182044546,2018-06-09 00:08:29+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182044821,2018-06-09 23:53:25+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044559,2018-06-08 23:56:53+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044393,2018-06-08 13:00:44+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182045765,2018-06-12 22:45:00+00,E18,Non-Fatal,Male,Unknown,Unknown,f
I182049008,2018-06-23 02:57:32+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182049671,2018-06-25 12:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182050499,2018-06-27 18:53:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182050499,2018-06-27 18:53:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182050499,2018-06-27 18:53:00+00,C11,Non-Fatal,Male,Unknown,Unknown,t
I182051210,2018-06-30 00:41:00+00,D14,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182051210,2018-06-30 00:41:00+00,D14,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182051482,2018-06-30 23:46:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182051203,2018-06-30 00:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182051203,2018-06-30 00:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052372,2018-07-04 00:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182052365,2018-07-03 23:39:00+00,B2,Fatal,Male,White,Hispanic or Latinx,f
I182052602,2018-07-04 21:50:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182052553,2018-07-04 18:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,2018-07-04 18:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,2018-07-04 18:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,2018-07-04 18:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182053289,2018-07-06 23:36:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182053414,2018-07-07 15:06:00+00,B2,Fatal,Male,White,Hispanic or Latinx,f
I182053533,2018-07-07 23:33:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182054207,2018-07-10 13:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182054067,2018-07-09 21:06:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182053955,2018-07-09 16:02:00+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182055198,2018-07-13 14:01:34+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182056227,2018-07-17 11:34:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182057654,2018-07-22 04:24:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182057654,2018-07-22 04:24:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182058179,2018-07-23 21:41:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182058835,2018-07-25 22:57:00+00,B3,Fatal,Male,White,Hispanic or Latinx,t
I182058835,2018-07-25 22:57:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
I182060366,2018-07-31 02:17:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182060309,2018-07-30 21:31:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182061280,2018-08-02 21:54:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182061887,2018-08-04 22:53:00+00,D14,Non-Fatal,Female,White,Hispanic or Latinx,f
I182061662,2018-08-04 02:12:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182062147,2018-08-05 23:18:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182060953,2018-08-01 23:27:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182062810,2018-08-08 01:01:18+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064056,2018-08-11 23:14:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064331,2018-08-12 22:52:00+00,D14,Non-Fatal,Male,White,Hispanic or Latinx,f
I182064319,2018-08-12 21:18:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182064057,2018-08-11 22:28:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182063831,2018-08-11 05:43:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182064699,2018-08-14 09:48:45+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182064699,2018-08-14 09:48:36+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182064699,2018-08-14 09:48:09+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182066420,2018-08-19 22:46:00+00,A15,Non-Fatal,Male,White,Hispanic or Latinx,f
I182067317,2018-08-22 19:12:00+00,B2,Fatal,Male,White,Hispanic or Latinx,f
I182068876,2018-08-27 22:56:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182069509,2018-08-29 23:19:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070186,2018-09-01 05:22:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070974,2018-09-03 23:48:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070957,2018-09-03 21:38:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070806,2018-09-03 12:23:08+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070720,2018-09-03 01:00:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,t
I182070720,2018-09-03 01:00:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I182071566,2018-09-05 07:01:00+00,E13,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182074555,2018-09-15 20:12:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074555,2018-09-15 20:12:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074638,2018-09-16 03:17:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182074372,2018-09-15 03:35:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182074372 ,2018-09-15 03:35:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182075690,2018-09-19 14:18:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182076074,2018-09-20 17:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182076789,2018-09-22 21:46:00+00,E13,Fatal,Male,White,Hispanic or Latinx,f
I182077113,2018-09-24 06:20:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182076987,2018-09-23 13:53:00+00,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182078893,2018-09-28 21:12:20+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182078872,2018-09-29 19:21:15+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182078305,2018-09-27 20:48:24+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182077958,2018-09-26 20:20:08+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182077846,2018-09-26 14:45:04+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I182079821,2018-10-03 08:02:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182079788,2018-10-03 04:31:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182079783,2018-10-03 12:30:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182080411,2018-10-05 03:31:00+00,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080608,2018-10-05 17:03:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080649,2018-10-05 18:48:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182080649,2018-10-05 18:48:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182080674,2018-10-05 21:52:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182080967,2018-10-06 23:38:00+00,C11,Fatal,Male,Black or African American,Hispanic or Latinx,f
I182080989,2018-10-07 02:28:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182081058,2018-10-07 11:28:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082103,2018-10-10 23:54:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082113,2018-10-11 02:08:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082677,2018-10-12 21:33:48+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182083100,2018-10-14 15:13:01+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082967,2018-10-13 22:24:34+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182082735,2018-10-13 03:20:01+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182083479,2018-10-15 21:36:00+00,C11,Fatal,Female,Black or African American,Hispanic or Latinx,f
I182082398,2018-10-12 01:45:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182084648,2018-10-19 21:44:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182084906,2018-10-20 20:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182084723,2018-10-20 08:08:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182086270,2018-10-25 17:12:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182086671,2018-10-27 01:45:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182087228,2018-10-29 02:24:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182087516,2018-10-30 03:02:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182089567,2018-11-05 19:56:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182090467,2018-11-08 10:11:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182091712,2018-11-13 00:27:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182092361,2018-11-15 05:59:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093233,2018-11-18 01:57:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093688,2018-11-19 17:45:00+00,E13,Fatal,Female,Unknown,Unknown,f
I182093742,2018-11-19 21:33:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182094352,2018-11-22 01:14:00+00,E13,Fatal,Male,White,Hispanic or Latinx,f
I182093742,2018-11-19 21:33:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182093742,2018-11-19 21:33:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182094714,2018-11-24 01:35:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182095652,2018-11-27 23:06:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182075255,2018-09-18 02:38:26+00,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182097014,2018-12-01 22:00:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182096701,2018-11-30 19:06:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182070177,2018-09-01 03:20:12+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
